бойкоттоо	-1.7	0.64031	[-2, -2, -2, 0, -2, -1, -2, -2, -2, -2]
бойкоттор	-1.4	0.91652	[-2, -2, -2, -2, -1, -2, -1, 1, -1, -2]
мээ	-1.5	1.28452	[-2, -2, -2, -3, -1, -2, 2, -1, -2, -2]
жуу	-0.4	0.91652	[-1, 0, 0, 1, 1, -2, -1, -1, 0, -1]
эр	1.7	1.1	[4, 0, 3, 1, 1, 2, 2, 2, 1, 1]
эрдиктер	2.0	1.0	[2, 4, 2, 3, 1, 1, 2, 3, 1, 1]
эрдик	2.6	0.8	[3, 3, 1, 2, 2, 3, 4, 2, 3, 3]
дем	1.2	0.87178	[1, 1, 1, 1, 3, 2, 0, 0, 1, 2]
пара	-0.8	1.98997	[-3, 0, -1, -2, -1, -2, -4, 1, 3, 1]
жарык	1.1	1.22066	[0, 3, 0, 2, 0, 3, 0, 2, 1, 0]
жарыктандыруу	2.5	0.92195	[2, 3, 2, 1, 2, 3, 4, 4, 2, 2]
жаркыраган	1.2	0.4	[1, 1, 1, 2, 1, 1, 1, 2, 1, 1]
жарыктандыруучу	1.0	0.89443	[0, 1, 0, 1, 1, 3, 0, 1, 2, 1]
заттар	0.4	0.66332	[2, 0, 0, 1, 0, 0, 1, 0, 0, 0]
жарыкыраак	1.6	0.66332	[1, 1, 1, 2, 2, 2, 1, 2, 1, 3]
жарыктык	1.6	0.91652	[2, 2, 1, 1, 1, 3, 3, 0, 2, 1]
жарыктыктар	1.4	0.91652	[2, 3, 1, 2, 1, 1, 0, 0, 2, 2]
жарыктар	0.8	1.07703	[0, 3, 1, 0, 0, 2, 0, 2, 0, 0]
иш	1.1	0.83066	[1, 0, 1, 2, 1, 0, 3, 1, 1, 1]
нерселер	-1.0	0.63246	[-2, -2, -1, -1, -1, 0, 0, -1, -1, -1]
жаркырагандык	2.6	1.0198	[4, 3, 2, 4, 2, 3, 1, 3, 1, 3]
brilliantine	0.8	1.16619	[-1, 3, 1, 0, 1, 0, 2, 0, 2, 0]
brilliantines	2.0	1.34164	[0, 1, 4, 2, 3, 1, 3, 0, 3, 3]
бриллианттар	1.9	0.83066	[3, 1, 2, 1, 2, 1, 3, 2, 1, 3]
тез	1.2	0.9798	[0, 3, 1, 0, 1, 1, 1, 3, 1, 1]
сынды	-1.8	0.4	[-2, -2, -2, -2, -1, -2, -2, -1, -2, -2]
сынган	-2.1	0.53852	[-2, -2, -2, -2, -3, -2, -1, -3, -2, -2]
ойлонуу	0.1	1.3	[3, 0, -1, -1, -1, 1, 1, -1, 1, -1]
ырайымсыз	-1.6	0.66332	[-2, -2, -1, -1, -1, -2, -3, -1, -1, -2]
мыкаачылык	-3.0	0.44721	[-3, -3, -3, -3, -3, -3, -3, -2, -3, -4]
ырайымсыздыктар	-1.0	1.54919	[1, 0, -2, 0, 0, -3, 0, 0, -2, -4]
ырайымсыздык	-2.4	1.35647	[-3, -1, -4, -2, -3, -3, 1, -3, -3, -3]
мыкаачылыктар	-2.3	0.64031	[-2, -2, -3, -2, -1, -3, -3, -2, -2, -3]
бок	-2.6	0.8	[-3, -4, -2, -3, -3, -2, -3, -1, -2, -3]
буmmer	-1.6	0.8	[-3, -1, -1, -1, -3, -1, -1, -2, -2, -1]
сүзүүчү	0.9	0.83066	[0, 1, 1, 2, 1, 0, 0, 2, 0, 2]
жүк	-1.2	0.87178	[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]
жүктөгөн	-1.7	0.45826	[-2, -2, -2, -2, -1, -2, -1, -2, -2, -1]
жүктөөчү	-1.3	0.45826	[-1, -1, -2, -1, -1, -1, -2, -1, -2, -1]
жүктөөчүлөр	-1.7	1.00499	[-2, -2, -2, -1, -3, -2, 0, 0, -2, -3]
жүктөө	-1.5	0.67082	[-2, 0, -1, -2, -2, -1, -1, -2, -2, -2]
жүктөр	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -1, -2, -2]
bwahaha	0.4	1.0198	[0, 1, 0, 1, 0, 2, -1, -1, 2, 0]
bwahahah	2.5	0.92195	[3, 4, 2, 2, 2, 3, 1, 2, 2, 4]
тынч	1.2	0.87178	[2, 2, 1, 2, -1, 2, 1, 1, 1, 1]
каражаттар	0.5	0.80623	[-1, 1, 0, 1, 0, 0, 1, 2, 0, 1]
тынчтанды	1.6	0.4899	[2, 2, 2, 1, 1, 1, 2, 1, 2, 2]
тынчыраак	1.9	0.7	[2, 2, 2, 1, 3, 3, 2, 2, 1, 1]
тынчтык	1.8	1.07703	[1, 2, 2, 2, 3, 3, 2, -1, 2, 2]
тынччылыктар	1.6	0.4899	[1, 2, 1, 2, 1, 2, 2, 2, 1, 2]
калмодулин	0.2	0.4	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
can't stand	-2.0	0.63246	[-2, -2, -2, -1, -1, -2, -3, -2, -2, -3]
жокко	-0.9	0.53852	[0, -1, 0, -1, -1, -1, -1, -1, -2, -1]
чыгаруу	-0.6	1.8	[-2, 0, -3, -2, 2, 3, 0, -1, -1, -2]
чыгарылды	-1.0	1.94936	[-1, -2, 2, -2, -4, -3, -2, 1, 2, -1]
чыгарат	-1.1	0.53852	[-2, -1, 0, -1, -1, -2, -1, -1, -1, -1]
рак	-3.4	0.8	[-2, -4, -3, -4, -4, -2, -3, -4, -4, -4]
жөндөмдүү	1.6	0.4899	[1, 2, 2, 2, 1, 1, 2, 2, 1, 2]
туткундалган	1.6	0.4899	[2, 1, 2, 2, 2, 2, 1, 2, 1, 1]
кам	2.0	0.7746	[2, 3, 1, 3, 1, 2, 2, 2, 3, 1]
бейкапар	-0.9	0.83066	[-2, -2, -1, 1, -1, -1, -1, 0, -1, -1]
сак	-2.4	0.66332	[-1, -2, -3, -3, -2, -3, -3, -2, -2, -3]
кылдаттык	0.5	0.67082	[1, 0, 1, 1, 0, 1, 0, 1, 1, -1]
сактык	2.0	0.44721	[3, 2, 2, 1, 2, 2, 2, 2, 2, 2]
бейкапардык	-1.4	0.4899	[-2, -1, -1, -2, -1, -2, -1, -1, -2, -1]
этиятсыздыктар	-1.6	1.11355	[-4, -2, -2, -3, -1, 0, -1, -1, -1, -1]
камкор	1.9	1.22066	[2, -1, 3, 2, 2, 2, 4, 1, 2, 2]
курмандык	-2.3	0.78102	[-1, -3, -3, -2, -3, -1, -3, -2, -3, -2]
катастрофа	-3.4	0.4899	[-3, -3, -3, -4, -4, -3, -3, -3, -4, -4]
катастрофалуу	-2.2	2.22711	[-3, -2, -4, -4, -4, -3, -2, -4, 2, 2]
майрамдоо	2.7	0.64031	[3, 3, 4, 2, 2, 2, 3, 3, 2, 3]
майрамдады	2.7	0.78102	[2, 3, 3, 2, 3, 4, 3, 3, 1, 3]
майрамдайт	2.7	0.64031	[2, 3, 3, 2, 2, 3, 3, 3, 4, 2]
цензор	-2.0	1.34164	[0, -3, -2, -3, -3, 0, -4, -1, -1, -3]
цензураланган	-0.6	1.68523	[-1, -1, -1, 2, -3, -2, -1, -1, -1, 3]
цензорлор	-1.2	1.07703	[-1, 0, -3, 0, -1, 0, -1, -2, -1, -3]
белгилүү	-1.9	1.3	[-2, -4, -3, -2, -2, -2, -1, -1, -3, 1]
аныктыктар	0.9	1.44568	[0, -2, 4, 0, 1, 1, 1, 1, 2, 1]
кайгыруу	-1.7	1.26886	[-2, -2, 1, -1, -1, -2, -4, -3, -2, -1]
капаланды	-2.0	0.7746	[-2, -2, 0, -2, -3, -2, -2, -2, -3, -2]
чакырык	-0.4	1.62481	[0, -2, 1, -1, -3, -1, 3, -1, 1, -1]
таштады	-0.4	1.62481	[0, -2, 1, -1, -3, -1, 3, -1, 1, -1]
атаандаш	0.5	1.0247	[1, 3, -1, 0, 0, 1, 0, 1, 0, 0]
атаандаштар	0.4	1.56205	[0, -2, -1, 1, 1, 2, 3, 2, -1, -1]
татаал	-1.2	0.87178	[-1, -1, -1, -2, -2, -2, -1, -2, 1, -1]
чемпион	1.2	1.53623	[2, 1, 3, 1, 1, -3, 2, 2, 1, 2]
шампак	-0.2	0.6	[0, 0, 0, 0, 0, 0, -2, 0, 0, 0]
шампан	0.2	0.6	[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
шампандары	0.5	0.67082	[1, 0, 0, 0, 0, 0, 0, 1, 2, 1]
болду	-0.1	1.75784	[1, -2, -3, 0, 2, 0, 2, -2, -1, 2]
чемпиондор	1.8	0.4	[2, 2, 2, 2, 1, 2, 1, 2, 2, 2]
күчтүү	0.5	1.11803	[-1, 0, 0, 3, 0, 1, 0, 2, 0, 0]
чемпиондук	1.8	0.9798	[1, 3, 2, 0, 3, 1, 2, 2, 1, 3]
шампиньон	0.4	0.8	[0, 0, 0, 0, 0, 2, 0, 2, 0, 0]
шампиньондор	0.2	0.6	[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]
болгон	-1.8	1.53623	[-2, -1, -3, -3, -3, 1, 1, -2, -3, -3]
чемпионат	1.9	1.04403	[3, 1, 1, 3, 2, 1, 3, 3, 0, 2]
чемпионаттар	2.2	0.74833	[2, 2, 1, 2, 3, 2, 4, 2, 2, 2]
шампи	1.0	1.0	[3, 0, 0, 0, 0, 2, 1, 2, 1, 1]
кокустук	1.0	0.7746	[1, 1, 0, 0, 0, 2, 1, 2, 1, 2]
мүмкүнчүлүктөр	1.6	0.4899	[1, 1, 2, 2, 2, 1, 2, 2, 1, 2]
хаос	-2.7	0.9	[-2, -2, -3, -1, -4, -3, -3, -2, -3, -4]
баш	-0.7	0.78102	[-2, 0, -1, 0, -1, 0, -2, 0, -1, 0]
аламан	-1.5	0.80623	[-1, -2, -2, -2, -1, -1, -2, 0, -1, -3]
айыптар	-1.1	0.7	[-2, -2, -2, -1, -1, 0, -1, -1, 0, -1]
иштери	1.6	1.74356	[2, 2, 3, 4, 1, -1, -2, 3, 2, 2]
уюмдары	2.2	0.6	[3, 3, 2, 2, 1, 2, 2, 3, 2, 2]
сыйкырчылар	2.1	0.83066	[2, 1, 2, 2, 4, 3, 2, 1, 2, 2]
charmeuse	0.3	0.78102	[0, 0, 0, 1, 0, 2, 1, 0, -1, 0]
charmeuses	0.4	0.66332	[0, 0, 1, 0, 1, 0, 0, 0, 0, 2]
сүйкүмсүз	-2.1	0.53852	[-2, -3, -2, -3, -1, -2, -2, -2, -2, -2]
тумарлар	1.9	0.7	[1, 2, 3, 2, 1, 2, 3, 1, 2, 2]
жазалоо	-2.6	0.8	[-2, -3, -3, -3, -4, -1, -3, -2, -2, -3]
жазаланган	-2.0	0.44721	[-2, -2, -1, -2, -2, -2, -2, -2, -3, -2]
жазалайт	-2.1	0.7	[-3, -2, -3, -2, -1, -2, -2, -3, -1, -2]
алдоо	0.1	1.37477	[0, -2, 2, -1, 2, -2, 0, 1, 1, 0]
алдады	-0.6	0.91652	[-1, -1, -1, -1, 2, 0, -1, -1, -1, -1]
алдамчы	-0.5	0.67082	[-1, -1, 1, 0, -1, 0, 0, -1, -1, -1]
алдамчылар	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
алдайт	-1.6	1.56205	[-1, 2, -2, -2, -3, -2, 0, -2, -4, -2]
кубануу	2.8	0.4	[3, 3, 2, 3, 3, 3, 2, 3, 3, 3]
кубанды	2.0	0.63246	[2, 1, 2, 3, 2, 2, 3, 1, 2, 2]
кубаныч	2.8	0.74833	[3, 3, 1, 3, 3, 3, 4, 2, 3, 3]
кубанычтар	2.2	0.4	[2, 2, 2, 2, 2, 3, 2, 3, 2, 2]
шайырлык	2.5	0.67082	[3, 2, 4, 2, 3, 2, 3, 2, 2, 2]
көңүлдүү	1.6	1.11355	[1, 3, 2, 1, 2, 1, 0, 3, 3, 0]
кубанычтуу	2.7	0.78102	[4, 3, 3, 4, 2, 2, 2, 2, 3, 2]
cheerio	1.2	0.6	[2, 1, 1, 1, 2, 1, 1, 1, 2, 0]
cheerlead	1.7	0.78102	[1, 2, 0, 2, 2, 2, 2, 3, 1, 2]
черлидер	0.9	0.9434	[1, 1, 0, 2, 1, 0, 0, 1, 0, 3]
черлидерлер	1.2	1.07703	[2, 0, 0, 1, 1, 0, 3, 3, 1, 1]
черлидинг	1.2	1.07703	[2, 2, 0, 0, 1, 0, 3, 2, 0, 2]
черлиддер	1.2	1.07703	[2, 3, 0, 3, 1, 0, 0, 1, 1, 1]
көңүлсүз	-1.9	0.7	[-2, -1, -1, -1, -2, -2, -2, -3, -3, -2]
көңүлсүздүк	-1.7	1.48661	[-2, -1, -2, -3, -2, -4, -1, 2, -2, -2]
Ура	2.1	1.3	[2, 2, 1, 3, 2, 3, 3, 4, -1, 2]
кымбат	2.2	0.74833	[3, 3, 3, 2, 2, 1, 1, 3, 2, 2]
кымбаттаган	2.3	0.64031	[3, 2, 2, 3, 2, 2, 1, 3, 2, 3]
кымбаттуулар	1.0	1.0	[0, 1, 2, -1, 1, 1, 1, 1, 1, 3]
урматтоо	2.2	0.6	[1, 3, 2, 3, 2, 2, 3, 2, 2, 2]
chic	1.1	1.3	[1, 2, 2, -2, 2, 0, 1, 1, 3, 1]
балача	-1.2	0.74833	[-1, -1, -2, -3, -1, 0, -1, -1, -1, -1]
муздатуу	-0.1	1.92094	[3, -2, 0, 1, -2, -2, -1, -2, 1, 3]
муунтуу	-1.4	1.56205	[-2, -3, -1, -4, 0, -2, -1, 2, -1, -2]
муунган	-0.9	1.7	[2, -4, 0, -1, -3, -2, 0, -1, 1, -1]
муунтат	-1.9	1.04403	[-1, -1, -3, -1, -2, -3, 0, -2, -3, -3]
күлүү	1.8	0.9798	[2, 2, 2, 2, 2, 3, 2, -1, 2, 2]
күлдү	2.0	0.63246	[2, 2, 3, 1, 2, 1, 2, 2, 3, 2]
күлкү	2.2	0.6	[2, 3, 2, 2, 2, 2, 3, 1, 3, 2]
күлкүлөр	2.2	0.6	[3, 1, 2, 2, 2, 3, 3, 2, 2, 2]
күлүп	1.9	0.7	[2, 1, 1, 1, 2, 3, 2, 2, 3, 2]
тактайт	0.9	1.13578	[-2, 1, 0, 2, 1, 2, 2, 1, 1, 1]
айкындык	1.7	0.78102	[2, 1, 2, 3, 3, 1, 1, 2, 1, 1]
класстык	1.9	0.53852	[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]
таза	1.7	0.78102	[3, 1, 2, 1, 2, 1, 3, 2, 1, 1]
тазалагыч	0.7	0.78102	[1, 0, 1, 0, 0, 0, 2, 1, 2, 0]
ачык	1.9	0.7	[2, 2, 3, 1, 2, 2, 1, 3, 1, 2]
тазаланды	0.4	0.4899	[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]
тазалайт	1.1	0.83066	[0, 1, 0, 1, 1, 1, 1, 3, 2, 1]
акылдуу	1.3	0.9	[2, 2, 0, 0, 2, 0, 1, 2, 2, 2]
акылдуулук	1.8	0.6	[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]
акылдуулар	0.1	1.04403	[-1, 0, 1, 1, 0, 2, 1, -1, -1, -1]
булуттуу	-0.2	0.9798	[-2, 0, 2, 0, 0, -1, 0, -1, 0, 0]
түшүнүксүз	-1.0	0.44721	[-2, -1, 0, -1, -1, -1, -1, -1, -1, -1]
короз	-3.1	0.83066	[-3, -4, -2, -2, -4, -4, -4, -2, -3, -3]
короздор	-2.6	1.42829	[-4, -3, -4, -3, -3, 1, -3, -1, -3, -3]
мажбурлаган	0.2	1.07703	[-1, 0, 0, 0, 1, 2, -1, -1, 2, 0]
кыйроо	-1.9	0.7	[-1, -2, -3, -3, -2, -2, -2, -1, -1, -2]
кулады	-1.1	1.64012	[-1, -2, -2, -1, -2, -2, 2, 2, -3, -2]
кулайт	-1.2	0.87178	[-2, -1, -2, 0, -2, 0, 0, -2, -1, -2]
кыйратуу	-1.0	1.94936	[-3, -3, 0, -2, 1, -3, 2, -2, 2, -2]
кагылышуу	-1.5	0.67082	[-1, -1, -2, -1, -2, -1, -1, -3, -2, -1]
кагышат	-1.1	1.22066	[-2, -2, -1, -1, 0, -2, 2, -2, -1, -2]
кагылышуулар	-1.1	0.7	[0, -2, -1, 0, -1, -1, -2, -2, -1, -1]
сүйлөшүп	-1.2	1.32665	[-1, -1, -2, -2, 0, -3, 2, -2, -1, -2]
куудул	1.6	1.0198	[1, 0, 2, 3, 2, 0, 3, 1, 2, 2]
куудулдар	1.2	1.16619	[0, 0, 0, 2, 3, 1, 3, 2, 0, 1]
комедия	1.5	0.67082	[1, 1, 2, 1, 3, 2, 1, 1, 2, 1]
комедиялык	2.1	0.7	[3, 2, 2, 1, 2, 3, 3, 2, 1, 2]
комедиялар	1.7	1.00499	[0, 2, 1, 3, 3, 3, 1, 1, 2, 1]
комедо	0.3	0.9	[0, 0, 0, 0, -1, 0, 2, 0, 2, 0]
комедондор	-0.8	0.9798	[0, 0, 0, -1, 0, -3, 0, -1, -1, -2]
түшүү	-0.7	0.64031	[0, -1, 0, -1, -2, 0, 0, -1, -1, -1]
келүү	-0.9	0.53852	[-1, -1, -1, -1, 0, -2, 0, -1, -1, -1]
сооронуч	2.1	0.7	[3, 1, 3, 1, 2, 2, 3, 2, 2, 2]
ыңгайлуу	1.8	0.74833	[1, 2, 2, 1, 3, 3, 1, 2, 1, 2]
ыңгайлуулук	1.3	1.48661	[4, 2, 2, 3, 1, 1, 1, -1, -1, 1]
сооротту	1.8	0.6	[2, 2, 2, 0, 2, 2, 2, 2, 2, 2]
сооротуучу	1.9	0.53852	[2, 3, 2, 2, 2, 1, 2, 2, 2, 1]
сооротуучулар	1.2	0.6	[2, 1, 0, 2, 1, 1, 2, 1, 1, 1]
сооротуу	-2.3	0.78102	[-1, -2, -2, -3, -2, -2, -2, -4, -3, -2]
сооронучтуу	1.7	0.45826	[1, 2, 1, 2, 2, 1, 2, 2, 2, 2]
жайсыз	-1.8	0.6	[-3, -2, -1, -2, -1, -2, -1, -2, -2, -2]
мактоо	2.5	0.67082	[2, 3, 3, 2, 2, 3, 3, 3, 1, 3]
мактады	1.8	1.4	[3, 2, 2, 2, 3, 2, -2, 3, 1, 2]
жасоо	-1.5	0.67082	[-1, -2, -1, -1, -3, -1, -2, -2, -1, -1]
милдеттенме	1.6	0.91652	[3, 1, 2, 0, 3, 1, 2, 1, 2, 1]
милдеттенмелер	-0.8	0.9798	[-1, 2, -1, -1, -1, -1, -1, -1, -2, -1]
милдеттендирет	0.1	1.13578	[0, -1, 0, 2, 1, -1, 1, 1, -2, 0]
жасалган	1.1	0.7	[0, 1, 1, 2, 0, 2, 1, 1, 2, 1]
боорукер	2.3	0.64031	[3, 3, 2, 2, 3, 3, 2, 2, 1, 2]
боорукердик	2.7	0.64031	[2, 2, 2, 3, 3, 3, 3, 4, 3, 2]
мажбурлоочу	0.9	0.94339	[1, 1, 1, 0, 1, 2, 2, -1, 2, 0]
компетенттүү	1.3	0.78102	[1, 3, 1, 1, 2, 1, 1, 0, 2, 1]
атаандаштык	0.7	0.9	[0, 2, 0, 2, 0, 1, 0, 0, 0, 2]
арыздануу	-1.5	0.67082	[-1, -1, -1, -2, -1, -2, -3, -2, -1, -1]
арыздануучу	-1.8	0.4	[-2, -2, -2, -2, -1, -2, -2, -2, -1, -2]
арыздануучулар	-1.3	1.00499	[-2, -1, -1, -2, -3, 1, -1, -1, -2, -1]
арызданган	-1.7	0.64031	[-1, -3, -2, -2, -1, -1, -2, -2, -1, -2]
арызданып	-1.7	0.64031	[-1, -2, -1, -2, -1, -2, -1, -2, -3, -2]
даттанат	-1.6	0.66332	[-1, -2, -1, -2, -2, -3, -1, -1, -1, -2]
арыз	-1.2	1.249	[-1, -1, -2, -2, -1, -3, -1, -1, 2, -2]
даттануулар	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -2, -1]
комплимент	1.7	0.45826	[2, 1, 2, 2, 1, 2, 2, 1, 2, 2]
бекер	-1.8	0.6	[-2, -1, -2, -3, -2, -1, -1, -2, -2, -2]
комплекстүү	1.0	0.63246	[1, 1, 1, 0, 2, 2, 1, 0, 1, 1]
жарашуу	1.0	1.18322	[2, 1, 1, 0, 2, 2, -2, 2, 1, 1]
келишти	1.1	0.9434	[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]
жараштырат	1.1	0.9434	[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]
элдештирүүчү	1.3	0.78102	[2, 2, 1, 1, 2, 0, 2, 1, 2, 0]
ишеним	1.6	0.91652	[3, 1, 2, 3, 2, 2, 0, 1, 1, 1]
ишенимдүү	2.2	0.74833	[3, 2, 3, 1, 2, 2, 3, 2, 1, 3]
конфликт	-1.3	0.45826	[-2, -2, -1, -2, -1, -1, -1, -1, -1, -1]
карама-каршылыктуу	-1.0	0.63246	[-1, -1, -2, 0, -1, -1, 0, -1, -1, -2]
конфликттүү	-1.8	0.6	[-2, -2, -2, -2, -1, -1, -3, -2, -1, -2]
чыр-чатактар	-1.6	0.8	[-1, -1, -1, -2, -1, -1, -3, -2, -1, -3]
туруу	-0.6	1.11355	[-2, -1, -1, 0, -2, 2, -1, 0, 0, -1]
тирешүү	-1.6	0.66332	[-1, -2, -1, -2, -1, -2, -1, -2, -3, -1]
конфронтациячыл	-1.0	1.34164	[-1, -2, -2, 2, 1, -1, -2, -1, -2, -2]
конфронтациячылар	-1.2	1.46969	[-2, -3, -1, -2, 2, 1, -1, -2, -2, -2]
тирешүүлөр	-1.5	1.0247	[-1, -3, -2, -1, -3, 0, -2, -2, 0, -1]
туш	-0.9	0.53852	[-1, -1, -1, -1, 0, -1, 0, -1, -2, -1]
келди	-0.8	0.74833	[-1, -2, -1, -1, -1, -1, -1, -1, 1, 0]
каршылаштар	-1.3	1.26886	[-3, -2, -2, -2, -1, -2, 1, 1, -1, -2]
келет	0.3	1.18743	[0, -2, 0, 1, 2, -1, 2, 1, 0, 0]
чаташтыруу	-0.9	0.7	[-1, -1, -1, -2, -1, -1, 1, -1, -1, -1]
чаташкан	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]
адашып	-0.6	1.42829	[-3, -1, -1, 1, -1, -1, -2, 2, 1, -1]
башаламандык	-1.5	0.92195	[-1, -1, -3, -3, -2, -2, -1, -1, 0, -1]
чаташтырат	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]
аламандык	-1.5	0.92195	[-1, -3, -1, -1, -3, -1, -2, -1, 0, -2]
башаламан	-1.2	0.6	[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]
башаламандыктар	-0.9	1.04403	[-1, -2, -1, -1, -1, 2, -2, -1, -1, -1]
куттуктайм	2.2	1.249	[3, 3, 2, 3, -1, 2, 1, 3, 3, 3]
куттуктоо	2.9	0.9434	[3, 3, 3, 2, 4, 2, 4, 3, 4, 1]
куттуктайбыз	2.9	0.53852	[2, 3, 3, 3, 3, 3, 3, 3, 4, 2]
макулдугун	1.0	0.63246	[0, 2, 1, 0, 1, 1, 1, 2, 1, 1]
кутум	-2.4	0.66332	[-2, -2, -3, -3, -2, -2, -4, -2, -2, -2]
чектелген	-1.6	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -2, -2]
жугуштуу	-1.4	0.91652	[-2, -2, -2, 0, -1, -1, -2, 0, -1, -3]
оорулар	-2.2	0.74833	[-2, -2, -2, -4, -2, -3, -2, -1, -2, -2]
кемсинтүүлөр	-1.8	0.6	[-2, -3, -2, -2, -1, -1, -1, -2, -2, -2]
кемсинтүү	-2.2	0.74833	[-3, -2, -3, -3, -2, -3, -1, -2, -2, -1]
кемсинтип	-2.3	0.78102	[-3, -3, -1, -2, -2, -3, -2, -1, -3, -3]
болуп	1.1	0.83066	[1, 1, 1, 0, 2, 2, 0, 2, 0, 2]
канааттануу	2.1	0.7	[3, 3, 3, 1, 2, 2, 1, 2, 2, 2]
талашка	0.6	1.0198	[2, -1, 1, 0, 1, -1, 1, 1, 2, 0]
жарамдуу	0.6	1.0198	[2, -1, 1, 0, 1, -1, 1, 1, 2, 0]
карама-каршы	-1.4	0.66332	[-1, -2, -1, -2, -2, -2, 0, -1, -1, -2]
келген	-1.3	0.45826	[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]
карама-каршылык	-1.4	0.4899	[-2, -1, -1, -1, -2, -1, -1, -2, -2, -1]
карама-каршылыктар	-1.6	0.66332	[-1, -2, -1, -2, -1, -1, -3, -1, -2, -2]
ынандырды	1.7	0.45826	[2, 1, 1, 1, 2, 2, 2, 2, 2, 2]
ынандыргыч	0.6	0.66332	[2, 0, 1, 0, 1, 1, 0, 0, 0, 1]
ынандыруучулар	0.3	0.64031	[0, 0, 0, 0, 0, 1, 0, 0, 0, 2]
ынандырарлык	0.7	1.34536	[0, 0, 0, 1, -2, 2, 0, 3, 1, 2]
баракелде	1.3	0.64031	[1, 1, 2, 1, 1, 1, 2, 2, 2, 0]
бурчка	-1.1	0.83066	[-1, -1, -3, -1, 0, -1, 0, -1, -2, -1]
өлүк	-2.7	1.18743	[-3, -4, 0, -4, -3, -3, -3, -1, -3, -3]
сылык	2.3	0.45826	[2, 2, 2, 3, 3, 2, 3, 2, 2, 2]
сылыктык	2.4	0.66332	[3, 3, 2, 1, 3, 2, 2, 2, 3, 3]
cover-up	-1.2	1.16619	[-1, -1, -4, -1, 0, 0, -2, 0, -1, -2]
коркок	-0.4	1.62481	[0, -1, 2, -1, 2, 0, -4, -1, 0, -1]
жайлуулук	1.5	1.11803	[2, 3, 1, 3, 1, 2, 2, -1, 1, 1]
карышуу	-0.8	1.66132	[0, -1, -1, -3, -3, 1, -2, 1, -2, 2]
жиндилик	-1.9	0.53852	[-1, -2, -1, -3, -2, -2, -2, -2, -2, -2]
жинди	-1.7	0.64031	[-2, -1, -2, -1, -2, -2, -3, -1, -2, -1]
жиндилер	-1.6	1.95959	[-4, -2, -3, -4, -2, 2, -1, -3, 1, 0]
crazyweed	0.8	0.9798	[2, 0, 0, 0, 0, 2, 2, 0, 2, 0]
түзүү	1.1	0.83066	[2, 1, 1, 2, 0, 0, 0, 1, 2, 2]
түзүлгөн	1.0	0.7746	[2, 0, 0, 1, 1, 2, 0, 1, 1, 2]
жаратат	1.1	0.83066	[2, 0, 0, 1, 1, 2, 0, 1, 2, 2]
креатин	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
креатинин	0.4	1.2	[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]
креационизм	0.7	0.9	[2, 0, 0, 0, 0, 0, 2, 0, 2, 1]
креационизмдер	1.1	1.37477	[2, 4, 0, 3, 0, 0, 1, 1, 0, 0]
креационист	0.8	0.9798	[2, 0, 0, 0, 0, 0, 2, 0, 2, 2]
креационисттер	0.5	0.67082	[0, 0, 0, 1, 1, 0, 2, 0, 1, 0]
чыгармалар	1.6	0.91652	[3, 2, 1, 1, 1, 3, 1, 2, 2, 0]
чыгармачыл	1.9	0.53852	[2, 1, 2, 2, 2, 1, 3, 2, 2, 2]
чыгармачылык	1.6	0.8	[2, 1, 2, 2, 3, 2, 0, 2, 1, 1]
чыгармачылыктар	1.7	1.00499	[2, 2, 1, 0, 3, 2, 2, 0, 2, 3]
кредит	1.6	0.91652	[1, 1, 0, 2, 3, 3, 2, 2, 1, 1]
кредиттик	2.4	0.66332	[3, 3, 3, 1, 2, 3, 3, 2, 2, 2]
жөндөмдүүлүктөр	1.4	1.28062	[0, 3, -1, 2, 2, 2, 1, 2, 0, 3]
кредиттелген	1.5	1.11803	[1, 1, 1, 0, 3, 2, 0, 3, 1, 3]
кредиттөө	0.6	0.4899	[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]
кредитор	-0.1	1.44568	[-2, -1, 1, -2, -1, 1, 2, -1, 2, 0]
кредиттер	1.5	1.0247	[2, -1, 2, 0, 2, 2, 2, 2, 2, 2]
